pref_name,SMILES,molecule_chembl_id,first_approval,molecule_type,indication_class,polymer_flag,withdrawn_flag,inorganic_flag,therapeutic_flag,natural_product,oral,parenteral,topical,mw
METFORMIN HYDROCHLORIDE,CN(C)C(=N)NC(=N)N.Cl,CHEMBL1703,1995,Small molecule,Antidiabetic,0,False,0,True,0,True,False,False,165.07812306399998
EPHEDRINE,CN[C@@H](C)[C@H](O)c1ccccc1,CHEMBL211456,2016,Small molecule,"Adrenergic,Bronchodilator",0,True,0,True,0,False,True,False,165.1153641
PSEUDOEPHEDRINE,CN[C@@H](C)[C@@H](O)c1ccccc1,CHEMBL1590,1963,Small molecule,"Adrenergic (vasoconstrictor),Decongestant,Nasal Decongestant",0,False,0,True,0,True,False,False,165.1153641
ETHIONAMIDE,CCc1cc(C(N)=S)ccn1,CHEMBL1441,1965,Small molecule,Antibacterial (tuberculostatic),0,False,0,True,0,True,False,False,166.05646932
VALPROATE SODIUM,CCCC(CCC)C(=O)[O-].[Na+],CHEMBL433,1996,Small molecule,Anticonvulsant,0,False,0,True,0,False,True,False,166.096974
THIOGUANINE,Nc1nc2[nH]cnc2c(=S)[nH]1,CHEMBL727,1966,Small molecule,Antineoplastic,0,False,0,True,1,True,False,False,167.02656616
AMINOLEVULINIC ACID HYDROCHLORIDE,Cl.NCC(=O)CCC(=O)O,CHEMBL1200582,1999,Small molecule,Antineoplastic,0,False,0,True,0,False,False,True,167.03492086
ETHINAMATE,C#CC1(OC(N)=O)CCCCC1,CHEMBL1576,1982,Small molecule,,0,False,0,True,0,True,False,False,167.094628656
PHENYLEPHRINE,CNC[C@H](O)c1cccc(O)c1,CHEMBL1215,1952,Small molecule,Adrenergic (ophthalmic),0,False,0,True,0,True,True,True,167.094628656
METARAMINOL,C[C@H](N)[C@H](O)c1cccc(O)c1,CHEMBL1201319,1954,Small molecule,Adrenergic,0,False,0,True,0,False,True,False,167.094628656
MECAMYLAMINE,CNC1(C)C2CCC(C2)C1(C)C,CHEMBL267936,1956,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,167.167399672
DESFLURANE,FC(F)OC(F)C(F)(F)F,CHEMBL1200733,1992,Small molecule,Anesthetic,0,False,0,True,0,False,False,True,168.000984004
CHLORZOXAZONE,O=c1[nH]c2cc(Cl)ccc2o1,CHEMBL1371,1958,Small molecule,Relaxant (skeletal muscle),0,False,0,True,0,True,False,False,168.993056048
PROPYLTHIOURACIL,CCCc1cc(=O)[nH]c(=S)[nH]1,CHEMBL1518,1947,Small molecule,Thyroid Inhibitor,0,False,0,True,1,True,False,False,170.05138394
LEVETIRACETAM,CC[C@@H](C(N)=O)N1CCCC1=O,CHEMBL1286,1999,Small molecule,,0,False,0,True,0,True,True,False,170.105527688
METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO,CHEMBL137,1963,Small molecule,"Antibacterial,Antiprotozoal (trichomonas)",0,False,0,True,0,True,True,True,171.064391148
RASAGILINE,C#CCN[C@@H]1CCc2ccccc21,CHEMBL887,2006,Small molecule,Antiparkinsonian,0,False,0,True,0,True,False,False,171.104799416
GABAPENTIN,NCC1(CC(=O)O)CCCCC1,CHEMBL940,1993,Small molecule,Anticonvulsant,0,False,0,True,0,True,False,False,171.125928784
SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1,CHEMBL21,1985,Small molecule,,0,False,0,True,0,False,False,True,172.030648496
PRALIDOXIME CHLORIDE,C[n+]1ccccc1/C=N/O.[Cl-],CHEMBL748,1964,Small molecule,Cholinesterase Reactivator,0,False,0,True,0,True,True,False,172.040340588
EDARAVONE,CC1=NN(c2ccccc2)C(=O)C1,CHEMBL290916,2017,Small molecule,,0,False,0,True,0,False,True,False,174.07931294
PEMOLINE,NC1=NC(=O)C(c2ccccc2)O1,CHEMBL1177,1975,Small molecule,Stimulant (central),0,True,0,True,0,True,False,False,176.058577496
PHENMETRAZINE,CC1NCCOC1c1ccccc1,CHEMBL1201208,1982,Small molecule,Anorexic,0,False,0,True,0,True,False,False,177.1153641
BETHANIDINE,C/N=C(\NC)NCc1ccccc1,CHEMBL1201260,1982,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,177.12659748
PHENACEMIDE,NC(=O)NC(=O)Cc1ccccc1,CHEMBL918,1951,Small molecule,Anticonvulsant,0,False,0,True,0,True,False,False,178.07422756
PROPOFOL,CC(C)c1cccc(C(C)C)c1O,CHEMBL526,1989,Small molecule,Anesthetic (intravenous),0,False,0,True,0,False,True,False,178.135765196
MEXILETINE,Cc1cccc(C)c1OCC(C)N,CHEMBL558,1985,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,0,True,False,False,179.131014164
RIMANTADINE,CC(N)C12CC3CC(CC(C3)C1)C2,CHEMBL959,1993,Small molecule,Antiviral,0,False,0,True,0,True,False,False,179.167399672
MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2,CHEMBL807,2003,Small molecule,,0,False,0,True,0,True,False,False,179.167399672
ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,CHEMBL25,1950,Small molecule,Analgesic; Antirheumatic; Antipyretic,0,False,0,True,0,True,False,False,180.042258736
THEOPHYLLINE,Cn1c(=O)c2[nH]cnc2n(C)c1=O,CHEMBL190,1940,Small molecule,"Bronchodilator,Diuretic; Relaxant (smooth muscle),Relaxant (smooth muscle)",0,False,0,True,1,True,True,True,180.064725496
ACAMPROSATE,CC(=O)NCCCS(=O)(=O)O,CHEMBL1201293,2004,Small molecule,,0,False,0,True,0,True,False,False,181.040878832
METHYL AMINOLEVULINATE HYDROCHLORIDE,COC(=O)CCC(=O)CN.Cl,CHEMBL1201093,2004,Small molecule,,0,False,0,True,0,False,False,True,181.050570924
ACETYLCHOLINE CHLORIDE,CC(=O)OCC[N+](C)(C)C.[Cl-],CHEMBL1184,1973,Small molecule,Vasodilator (peripheral); Cardiac Depressant; Miotic; Cholinergic,0,False,0,True,0,False,False,True,181.086956432
PYRIDOSTIGMINE,CN(C)C(=O)Oc1ccc[n+](C)c1,CHEMBL1115,1955,Small molecule,Cholinergic,0,False,0,True,0,True,True,False,181.09715407609
EFLORNITHINE,NCCCC(N)(C(=O)O)C(F)F,CHEMBL830,1990,Small molecule,Antineoplastic; Antiprotozoal,0,False,0,True,0,False,True,True,182.086684064
DACARBAZINE,CN(C)/N=N/c1[nH]cnc1C(N)=O,CHEMBL476,1975,Small molecule,Antineoplastic,0,False,0,True,0,False,True,False,182.09160894
CHLORPHENTERMINE,CC(C)(N)Cc1ccc(Cl)cc1,CHEMBL1201269,1982,Small molecule,Anorexic,0,True,0,True,0,True,False,False,183.081477128
LEVONORDEFRIN,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,CHEMBL677,1960,Small molecule,Adrenergic (vasoconstrictor),0,False,0,True,0,False,True,False,183.089543276
EPINEPHRINE,CNC[C@H](O)c1ccc(O)c(O)c1,CHEMBL679,1976,Small molecule,"Adrenergic (ophthalmic),Adrenergic (vasoconstrictor)",0,False,0,True,0,False,True,True,183.089543276
METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O,CHEMBL1200790,1982,Small molecule,,0,False,0,True,0,True,False,False,183.125928784
ISOFLURANE,FC(F)OC(Cl)C(F)(F)F,CHEMBL1256,1979,Small molecule,Anesthetic (inhalation),0,False,0,True,0,False,False,True,183.971433464
ENFLURANE,FC(F)OC(F)(F)C(F)Cl,CHEMBL1257,1972,Small molecule,Anesthetic (inhalation),0,False,0,True,0,False,False,True,183.971433464
ISOFLUROPHATE,CC(C)OP(=O)(F)OC(C)C,CHEMBL1025,1957,Small molecule,Cholinergic (ophthalmic),0,False,0,True,0,False,False,True,184.066459158
ABAMETAPIR,Cc1ccc(-c2ccc(C)cn2)nc1,CHEMBL2205807,2020,Small molecule,,0,False,0,True,0,False,False,True,184.100048384
SECNIDAZOLE,Cc1ncc([N+](=O)[O-])n1CC(C)O,CHEMBL498847,2017,Small molecule,,0,False,0,True,0,True,False,False,185.080041212
PIRFENIDONE,Cc1ccc(=O)n(-c2ccccc2)c1,CHEMBL1256391,2011,Small molecule,Antipyretic; Analgesic; Anti-Inflammatory,0,False,0,True,0,True,False,False,185.084063972
PHENTERMINE HYDROCHLORIDE,CC(C)(N)Cc1ccccc1.Cl,CHEMBL1200912,1973,Small molecule,Appetite Suppressant (systemic),0,False,0,True,0,True,False,False,185.097127192
METHAMPHETAMINE HYDROCHLORIDE,CN[C@@H](C)Cc1ccccc1.Cl,CHEMBL1200952,1943,Small molecule,Stimulant (central),0,False,0,True,0,True,False,False,185.097127192
MAFENIDE,NCc1ccc(S(N)(=O)=O)cc1,CHEMBL419,1969,Small molecule,"Anti-Infective, Topical,Antibacterial",0,False,0,True,0,False,False,True,186.04629856
SODIUM PHENYLBUTYRATE,O=C([O-])CCCc1ccccc1.[Na+],CHEMBL1746,1996,Small molecule,Antihyperammonemic,0,False,0,True,0,True,False,False,186.065673872
INAMRINONE,Nc1cc(-c2ccncc2)c[nH]c1=O,CHEMBL12856,1984,Small molecule,Cardiotonic,0,False,0,True,0,False,True,False,187.074561908
PHENYLPROPANOLAMINE HYDROCHLORIDE,CC(N)C(O)c1ccccc1.Cl,CHEMBL1200695,1958,Small molecule,Adrenergic (vasoconstrictor),0,True,0,True,0,True,False,False,187.076391748
AMANTADINE HYDROCHLORIDE,Cl.NC12CC3CC(CC(C3)C1)C2,CHEMBL1569,1968,Small molecule,Antiviral,0,False,0,True,0,True,False,False,187.112777256
SELEGILINE,C#CCN(C)[C@H](C)Cc1ccccc1,CHEMBL972,1989,Small molecule,Antidyskinetic; Antiparkinsonian (in combination with levodopa/carbidopa),0,False,0,True,0,True,False,True,187.136099544
AZELAIC ACID,O=C(O)CCCCCCCC(=O)O,CHEMBL1238,1995,Small molecule,Anti-Acne,0,False,0,True,0,False,False,True,188.104858992
THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1,CHEMBL671,1959,Small molecule,Antineoplastic,0,False,0,True,0,False,True,False,189.048955014
DOPAMINE HYDROCHLORIDE,Cl.NCCc1ccc(O)c(O)c1,CHEMBL1557,1974,Small molecule,Adrenergic,0,False,0,True,0,False,True,False,189.055656304
PHENSUXIMIDE,CN1C(=O)CC(c2ccccc2)C1=O,CHEMBL797,1982,Small molecule,Anticonvulsant,0,False,0,True,0,True,False,False,189.078978592
CARGLUMIC ACID,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL1201780,2010,Small molecule,,0,False,0,True,0,True,False,False,190.05897142
AMINOSALICYLATE POTASSIUM,Nc1ccc(C(=O)[O-])c(O)c1.[K+],CHEMBL1200584,1955,Small molecule,,0,False,0,True,0,True,False,False,190.998474732
MECHLORETHAMINE HYDROCHLORIDE,CN(CCCl)CCCl.Cl,CHEMBL1201001,1949,Small molecule,Antineoplastic,0,False,0,True,0,False,True,True,191.003532424
ISOSORBIDE MONONITRATE,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,CHEMBL1311,1991,Small molecule,Vasodilator (coronary),0,False,0,True,1,True,False,False,191.042987008
PHENDIMETRAZINE,C[C@H]1[C@H](c2ccccc2)OCCN1C,CHEMBL1615439,1976,Small molecule,,0,False,0,True,0,True,False,False,191.131014164
FOSCARNET SODIUM,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],CHEMBL754,1991,Small molecule,Antiviral,0,False,0,True,0,False,True,False,191.91764257
TOCAINIDE,Cc1cccc(C)c1NC(=O)C(C)N,CHEMBL1762,1984,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,0,True,False,False,192.126263132
TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,CHEMBL810,1999,Small molecule,,0,False,0,True,0,True,True,False,194.055223432
CAFFEINE,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL113,1948,Small molecule,Stimulant (central),0,False,0,True,1,True,True,True,194.08037556
SOLRIAMFETOL,NC(=O)OC[C@H](N)Cc1ccccc1,CHEMBL4297620,2019,Small molecule,,0,False,0,True,0,True,False,False,194.105527688
LORCASERIN,C[C@H]1CNCCc2ccc(Cl)cc21,CHEMBL360328,2012,Small molecule,,0,True,0,True,0,True,False,False,195.081477128
PARGYLINE HYDROCHLORIDE,C#CCN(C)Cc1ccccc1.Cl,CHEMBL1200425,1982,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,195.081477128
METYROSINE,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,CHEMBL1200862,1979,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,195.089543276
METHACHOLINE CHLORIDE,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],CHEMBL1200764,1986,Small molecule,Cholinergic,0,False,0,True,0,False,False,True,195.102606496
HALOTHANE,FC(F)(F)C(Cl)Br,CHEMBL931,1958,Small molecule,Anesthetic (inhalation),0,False,0,True,0,False,False,True,195.890224472
HYDRALAZINE HYDROCHLORIDE,Cl.NNc1nncc2ccccc12,CHEMBL542541,1953,Small molecule,Antihypertensive,0,False,0,True,0,True,True,False,196.051573968
TOLAZOLINE HYDROCHLORIDE,Cl.c1ccc(CC2=NCCN2)cc1,CHEMBL1689,1985,Small molecule,Vasodilator (peripheral),0,False,0,True,0,False,True,False,196.076726096
BETHANECHOL CHLORIDE,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],CHEMBL1768,1948,Small molecule,Cholinergic,0,False,0,True,0,True,True,False,196.097855464
LEVODOPA,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,CHEMBL1009,1970,Small molecule,Antiparkinsonian,0,False,0,True,0,True,False,False,197.068807832
NITROFURAZONE,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL869,1945,Small molecule,"Anti-Infective, Topical",0,True,0,True,0,False,False,True,198.038904672
GUAIFENESIN,COc1ccccc1OCC(O)CO,CHEMBL980,2002,Small molecule,Expectorant,0,False,0,True,0,True,False,False,198.089208928
METHARBITAL,CCC1(CC)C(=O)NC(=O)N(C)C1=O,CHEMBL450,1982,Small molecule,,0,False,0,True,0,True,False,False,198.100442308
TACRINE,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,1993,Small molecule,Cognition Adjuvant; Dementia Symptoms Treatment Adjunct,0,False,0,True,0,True,False,False,198.115698448
GUANETHIDINE,N=C(N)NCCN1CCCCCCC1,CHEMBL765,1960,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,198.184446704
CLAVULANIC ACID,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,CHEMBL777,1984,Small molecule,Inhibitor (beta-lactamase),0,False,0,True,1,True,True,False,199.048072388
MIGALASTAT HYDROCHLORIDE,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,CHEMBL2107355,2018,Small molecule,,0,False,0,True,1,True,False,False,199.061135608
CEVIMELINE,CC1OC2(CS1)CN1CCC2CC1,CHEMBL168815,2000,Small molecule,Alzheimer's Disease Treatment (adjunct),0,False,0,True,0,True,False,False,199.103085164
DIETHYLCARBAMAZINE,CCN(CC)C(=O)N1CCN(C)CC1,CHEMBL684,1950,Small molecule,Anthelmintic,0,False,0,True,0,True,False,False,199.168462292
SEVOFLURANE,FCOC(C(F)(F)F)C(F)(F)F,CHEMBL1200694,1995,Small molecule,Anesthetic (inhalation),0,False,0,True,0,False,False,True,200.007212256
