"","x"
"158",2.22044604925031e-16
"159",1
"160",1
"161",1
"162",2.22044604925031e-16
"163",1
"164",1
"165",1
"166",1
"167",1
"168",2.22044604925031e-16
"169",1
"170",1
"171",1
"172",1
"173",1
"174",1
"175",2.22044604925031e-16
"176",1
"177",2.22044604925031e-16
"178",2.22044604925031e-16
"179",2.22044604925031e-16
"180",2.22044604925031e-16
"181",1
"182",2.22044604925031e-16
"183",1
"184",2.22044604925031e-16
"185",1
"186",1
"187",1
"188",2.22044604925031e-16
"189",1
"190",1
"191",2.22044604925031e-16
"192",1
"193",2.22044604925031e-16
"194",2.22044604925031e-16
"195",1
"196",1
"197",1
"198",1
"199",2.22044604925031e-16
"200",1
"201",2.22044604925031e-16
"202",2.22044604925031e-16
"203",1
"204",1
"205",1
"206",2.22044604925031e-16
"207",1
"208",2.22044604925031e-16
"209",1
"210",2.22044604925031e-16
"211",2.22044604925031e-16
"212",1
"213",1
"214",2.22044604925031e-16
"215",2.22044604925031e-16
"216",1
"217",2.22044604925031e-16
"218",1
"219",1
"220",2.22044604925031e-16
"221",2.22044604925031e-16
"222",2.22044604925031e-16
"223",1
"224",2.22044604925031e-16
"225",1
"226",1
"227",1
"228",1
"229",1
"230",2.22044604925031e-16
"231",1
"232",2.22044604925031e-16
"233",1
"234",1
"235",1
"236",2.22044604925031e-16
"237",1
"238",1
"239",2.22044604925031e-16
"240",1
"241",2.22044604925031e-16
"242",2.22044604925031e-16
"243",1
"244",1
"245",2.22044604925031e-16
"246",2.22044604925031e-16
"247",1
"248",1
"249",1
"250",1
"251",2.22044604925031e-16
"252",2.22044604925031e-16
"253",1
"254",1
"255",1
"256",2.22044604925031e-16
"257",1
"258",1
"259",1
"260",1
"261",1
"262",1
"263",1
"264",2.22044604925031e-16
"265",1
"266",2.22044604925031e-16
"267",1
"268",2.22044604925031e-16
"269",2.22044604925031e-16
"270",1
"271",1
"272",2.22044604925031e-16
"273",2.22044604925031e-16
"274",1
"275",2.22044604925031e-16
"276",2.22044604925031e-16
"277",1
"278",1
"279",2.22044604925031e-16
"280",1
"281",1
"282",1
"283",2.22044604925031e-16
"284",1
"285",1
"286",1
"287",1
"288",1
"289",2.22044604925031e-16
"290",1
"291",1
"292",1
"293",2.22044604925031e-16
"294",2.22044604925031e-16
"295",1
"296",2.22044604925031e-16
"297",1
"298",2.22044604925031e-16
"299",1
"300",2.22044604925031e-16
"301",1
"302",2.22044604925031e-16
"303",2.22044604925031e-16
"304",1
"305",2.22044604925031e-16
"306",2.22044604925031e-16
"307",2.22044604925031e-16
"308",1
"309",1
"310",1
"311",1
"312",2.22044604925031e-16
"313",2.22044604925031e-16
"314",1
"315",1
"316",2.22044604925031e-16
"317",1
"318",1
"319",2.22044604925031e-16
"320",1
"321",1
"322",2.22044604925031e-16
"323",2.22044604925031e-16
"324",1
"325",1
"326",1
"327",1
"328",1
"329",1
"330",2.22044604925031e-16
"331",2.22044604925031e-16
"332",2.22044604925031e-16
"333",1
"334",1
"335",1
"336",1
"337",2.22044604925031e-16
"338",2.22044604925031e-16
"339",2.22044604925031e-16
"340",1
"341",2.22044604925031e-16
"342",2.22044604925031e-16
"343",2.22044604925031e-16
"344",2.22044604925031e-16
"345",2.22044604925031e-16
"346",1
"347",1
"348",1
"349",2.22044604925031e-16
"350",2.22044604925031e-16
"351",1
"352",2.22044604925031e-16
"353",1
"354",1
"355",2.22044604925031e-16
"356",2.22044604925031e-16
"357",2.22044604925031e-16
"358",1
"359",1
"360",2.22044604925031e-16
"361",1
"362",2.22044604925031e-16
"363",2.22044604925031e-16
"364",2.22044604925031e-16
"365",2.22044604925031e-16
"366",1
"367",2.22044604925031e-16
"368",2.22044604925031e-16
"369",2.22044604925031e-16
"370",1
"371",2.22044604925031e-16
"372",2.22044604925031e-16
"373",2.22044604925031e-16
"374",1
"375",1
"376",2.22044604925031e-16
"377",1
"378",2.22044604925031e-16
"379",2.22044604925031e-16
"380",1
"381",2.22044604925031e-16
"382",2.22044604925031e-16
"383",2.22044604925031e-16
"384",1
"385",2.22044604925031e-16
"386",2.22044604925031e-16
"387",2.22044604925031e-16
"388",1
"389",1
"390",2.22044604925031e-16
"391",2.22044604925031e-16
"392",2.22044604925031e-16
"393",2.22044604925031e-16
"394",1
"395",2.22044604925031e-16
"396",1
"397",1
"398",1
"399",2.22044604925031e-16
"400",2.22044604925031e-16
"401",2.22044604925031e-16
"402",2.22044604925031e-16
"403",1
"404",1
"405",2.22044604925031e-16
"406",2.22044604925031e-16
"407",1
"408",2.22044604925031e-16
"409",1
"410",1
"411",2.22044604925031e-16
"412",1
"413",1
"414",2.22044604925031e-16
"415",2.22044604925031e-16
"416",1
"417",1
"418",1
"419",1
"420",1
"421",2.22044604925031e-16
"422",2.22044604925031e-16
"423",2.22044604925031e-16
"424",2.22044604925031e-16
"425",1
"426",1
"427",1
"428",2.22044604925031e-16
"429",2.22044604925031e-16
"430",2.22044604925031e-16
"431",2.22044604925031e-16
"432",1
"433",2.22044604925031e-16
"434",1
"435",1
"436",1
"437",1
"438",2.22044604925031e-16
"439",2.22044604925031e-16
"440",1
"441",2.22044604925031e-16
"442",1
"443",1
"444",2.22044604925031e-16
"445",2.22044604925031e-16
"446",2.22044604925031e-16
"447",1
"448",2.22044604925031e-16
"449",1
"450",2.22044604925031e-16
"451",2.22044604925031e-16
"452",1
"453",2.22044604925031e-16
"454",1
"455",1
"456",2.22044604925031e-16
"457",2.22044604925031e-16
"458",2.22044604925031e-16
"459",1
"460",2.22044604925031e-16
"461",1
"462",2.22044604925031e-16
"463",2.22044604925031e-16
"464",1
"465",2.22044604925031e-16
"466",1
"467",2.22044604925031e-16
"468",2.22044604925031e-16
"469",1
"470",2.22044604925031e-16
"471",2.22044604925031e-16
"472",1
"473",2.22044604925031e-16
"474",2.22044604925031e-16
"475",2.22044604925031e-16
"476",2.22044604925031e-16
"477",2.22044604925031e-16
"478",1
"479",2.22044604925031e-16
"480",1
"481",1
"482",1
"483",1
"484",1
"485",2.22044604925031e-16
"486",2.22044604925031e-16
"487",1
"488",1
"489",2.22044604925031e-16
"490",2.22044604925031e-16
"491",2.22044604925031e-16
"492",2.22044604925031e-16
"493",1
"494",1
"495",1
"496",1
"497",1
"498",2.22044604925031e-16
"499",1
"500",1
"501",2.22044604925031e-16
"502",2.22044604925031e-16
"503",1
"504",2.22044604925031e-16
"505",2.22044604925031e-16
"506",1
"507",1
"508",2.22044604925031e-16
"509",1
"510",2.22044604925031e-16
"511",2.22044604925031e-16
"512",2.22044604925031e-16
"513",2.22044604925031e-16
"514",2.22044604925031e-16
"515",2.22044604925031e-16
"516",2.22044604925031e-16
"517",2.22044604925031e-16
"518",2.22044604925031e-16
"519",1
"520",1
"521",1
"522",1
"523",2.22044604925031e-16
"524",2.22044604925031e-16
"525",1
"526",2.22044604925031e-16
"527",2.22044604925031e-16
"528",2.22044604925031e-16
"529",1
"530",2.22044604925031e-16
"531",1
"532",1
"533",2.22044604925031e-16
"534",2.22044604925031e-16
"535",2.22044604925031e-16
"536",1
"537",2.22044604925031e-16
"538",1
"539",1
"540",2.22044604925031e-16
"541",1
"542",2.22044604925031e-16
"543",1
"544",2.22044604925031e-16
"545",1
"546",1
"547",2.22044604925031e-16
"548",1
"549",1
"550",2.22044604925031e-16
"551",2.22044604925031e-16
"552",1
"553",1
"554",1
"555",2.22044604925031e-16
"556",1
"557",1
"558",2.22044604925031e-16
"559",2.22044604925031e-16
"560",2.22044604925031e-16
"561",1
"562",2.22044604925031e-16
"563",2.22044604925031e-16
"564",2.22044604925031e-16
"565",1
"566",1
"567",1
"568",1
"569",1
"570",2.22044604925031e-16
"571",2.22044604925031e-16
"572",1
"573",1
"574",1
"575",2.22044604925031e-16
"576",2.22044604925031e-16
"577",2.22044604925031e-16
"578",1
"579",2.22044604925031e-16
"580",2.22044604925031e-16
"581",2.22044604925031e-16
"582",2.22044604925031e-16
"583",1
"584",2.22044604925031e-16
"585",2.22044604925031e-16
"586",2.22044604925031e-16
"587",2.22044604925031e-16
"588",1
"589",2.22044604925031e-16
"590",2.22044604925031e-16
"591",2.22044604925031e-16
"592",1
"593",1
"594",2.22044604925031e-16
"595",2.22044604925031e-16
"596",1
"597",2.22044604925031e-16
"598",1
"599",2.22044604925031e-16
"600",1
"601",2.22044604925031e-16
"602",1
"603",2.22044604925031e-16
"604",1
"605",2.22044604925031e-16
"606",1
"607",2.22044604925031e-16
"608",2.22044604925031e-16
"609",1
"610",1
"611",1
"612",2.22044604925031e-16
"613",2.22044604925031e-16
"614",2.22044604925031e-16
"615",2.22044604925031e-16
"616",2.22044604925031e-16
"617",1
"618",2.22044604925031e-16
"619",1
"620",2.22044604925031e-16
"621",1
"622",1
"623",2.22044604925031e-16
"624",1
"625",1
"626",2.22044604925031e-16
"627",2.22044604925031e-16
"628",2.22044604925031e-16
"629",1
"630",1
"631",2.22044604925031e-16
"632",2.22044604925031e-16
"633",2.22044604925031e-16
"634",1
"635",2.22044604925031e-16
"636",2.22044604925031e-16
"637",1
"638",1
"639",2.22044604925031e-16
"640",1
"641",1
"642",1
"643",1
"644",1
"645",2.22044604925031e-16
"646",2.22044604925031e-16
"647",2.22044604925031e-16
"648",2.22044604925031e-16
"649",1
"650",2.22044604925031e-16
"651",1
"652",1
"653",2.22044604925031e-16
"654",1
"655",2.22044604925031e-16
"656",1
"657",1
"658",2.22044604925031e-16
"659",2.22044604925031e-16
"660",2.22044604925031e-16
"661",2.22044604925031e-16
"662",2.22044604925031e-16
"663",2.22044604925031e-16
"664",1
"665",2.22044604925031e-16
"666",2.22044604925031e-16
"667",1
"668",2.22044604925031e-16
"669",1
"670",1
"671",2.22044604925031e-16
"672",2.22044604925031e-16
"673",1
"674",1
"675",1
"676",2.22044604925031e-16
"677",2.22044604925031e-16
"678",1
"679",1
"680",1
"681",2.22044604925031e-16
"682",2.22044604925031e-16
"683",1
"684",1
"685",1
"686",2.22044604925031e-16
"687",2.22044604925031e-16
"688",1
"689",2.22044604925031e-16
"690",2.22044604925031e-16
"691",1
"692",1
"693",1
"694",1
"695",1
"696",2.22044604925031e-16
"697",1
"698",2.22044604925031e-16
"699",1
"700",2.22044604925031e-16
"701",1
"702",2.22044604925031e-16
"703",2.22044604925031e-16
"704",2.22044604925031e-16
"705",1
"706",2.22044604925031e-16
"707",1
"708",1
"709",2.22044604925031e-16
"710",1
"711",1
"712",1
"713",2.22044604925031e-16
"714",1
"715",1
"716",1
"717",2.22044604925031e-16
"718",1
"719",2.22044604925031e-16
"720",1
"721",1
"722",1
"723",1
"724",1
"725",1
"726",1
"727",1
"728",2.22044604925031e-16
"729",1
"730",2.22044604925031e-16
"731",2.22044604925031e-16
"732",1
"733",1
"734",2.22044604925031e-16
"735",1
"736",1
"737",2.22044604925031e-16
"738",1
"739",1
"740",1
"741",2.22044604925031e-16
"742",2.22044604925031e-16
"743",1
"744",2.22044604925031e-16
"745",1
"746",2.22044604925031e-16
"747",1
"748",2.22044604925031e-16
"749",2.22044604925031e-16
"750",1
"751",1
"752",1
"753",2.22044604925031e-16
"754",1
"755",2.22044604925031e-16
"756",2.22044604925031e-16
"757",1
"758",1
"759",2.22044604925031e-16
"760",2.22044604925031e-16
"761",2.22044604925031e-16
"762",2.22044604925031e-16
"763",1
"764",1
"765",2.22044604925031e-16
"766",2.22044604925031e-16
"767",1
"768",1
"769",1
"770",2.22044604925031e-16
"771",2.22044604925031e-16
"772",1
"773",2.22044604925031e-16
"774",1
"775",1
"776",2.22044604925031e-16
"777",1
"778",2.22044604925031e-16
"779",1
"780",2.22044604925031e-16
"781",2.22044604925031e-16
"782",1
"783",2.22044604925031e-16
"784",2.22044604925031e-16
"785",2.22044604925031e-16
"786",2.22044604925031e-16
"787",2.22044604925031e-16
"788",2.22044604925031e-16
"789",2.22044604925031e-16
"790",1
"791",2.22044604925031e-16
"792",2.22044604925031e-16
"793",2.22044604925031e-16
"794",2.22044604925031e-16
"795",2.22044604925031e-16
"796",1
"797",2.22044604925031e-16
"798",2.22044604925031e-16
"799",2.22044604925031e-16
"800",2.22044604925031e-16
"801",2.22044604925031e-16
"802",2.22044604925031e-16
"803",2.22044604925031e-16
"804",2.22044604925031e-16
"805",2.22044604925031e-16
"806",2.22044604925031e-16
"807",2.22044604925031e-16
"808",1
"809",2.22044604925031e-16
"810",2.22044604925031e-16
"811",2.22044604925031e-16
"812",1
"813",1
"814",2.22044604925031e-16
"815",1
"816",2.22044604925031e-16
"817",2.22044604925031e-16
"818",1
"819",1
"820",1
"821",2.22044604925031e-16
"822",2.22044604925031e-16
"823",2.22044604925031e-16
"824",1
"825",1
"826",1
"827",2.22044604925031e-16
"828",2.22044604925031e-16
"829",2.22044604925031e-16
"830",2.22044604925031e-16
"831",2.22044604925031e-16
"832",1
"833",1
"834",1
"835",1
"836",1
"837",2.22044604925031e-16
"838",2.22044604925031e-16
"839",2.22044604925031e-16
"840",2.22044604925031e-16
"841",1
"842",2.22044604925031e-16
"843",1
"844",1
"845",2.22044604925031e-16
"846",2.22044604925031e-16
"847",1
"848",2.22044604925031e-16
"849",2.22044604925031e-16
"850",1
"851",1
"852",1
"853",2.22044604925031e-16
"854",1
"855",2.22044604925031e-16
"856",1
"857",1
"858",1
"859",1
"860",1
"861",1
"862",2.22044604925031e-16
"863",2.22044604925031e-16
"864",2.22044604925031e-16
"865",1
"866",1
"867",1
"868",2.22044604925031e-16
"869",1
"870",2.22044604925031e-16
"871",2.22044604925031e-16
"872",1
"873",1
"874",2.22044604925031e-16
"875",1
"876",1
"877",2.22044604925031e-16
"878",1
"879",2.22044604925031e-16
"880",1
"881",2.22044604925031e-16
"882",1
"883",2.22044604925031e-16
"884",1
"885",2.22044604925031e-16
"886",1
"887",2.22044604925031e-16
"888",1
"889",2.22044604925031e-16
"890",1
"891",2.22044604925031e-16
"892",1
"893",1
"894",1
"895",2.22044604925031e-16
"896",1
"897",1
"898",2.22044604925031e-16
"899",2.22044604925031e-16
"900",2.22044604925031e-16
"901",1
"902",2.22044604925031e-16
"903",1
"904",1
"905",1
"906",2.22044604925031e-16
"907",2.22044604925031e-16
"908",1
"909",2.22044604925031e-16
"910",1
"911",1
"912",1
"913",1
"914",2.22044604925031e-16
"915",2.22044604925031e-16
"916",1
"917",1
"918",1
"919",1
"920",2.22044604925031e-16
"921",2.22044604925031e-16
"922",2.22044604925031e-16
"923",2.22044604925031e-16
"924",1
"925",2.22044604925031e-16
"926",2.22044604925031e-16
"927",1
"928",2.22044604925031e-16
"929",2.22044604925031e-16
"930",2.22044604925031e-16
"931",2.22044604925031e-16
"932",1
"933",2.22044604925031e-16
"934",1
"935",1
"936",2.22044604925031e-16
"937",1
"938",2.22044604925031e-16
"939",1
"940",1
"941",1
"942",2.22044604925031e-16
"943",1
"944",1
"945",1
"946",2.22044604925031e-16
"947",1
"948",1
"949",2.22044604925031e-16
"950",2.22044604925031e-16
"951",1
"952",1
"953",1
"954",2.22044604925031e-16
"955",1
"956",2.22044604925031e-16
"957",2.22044604925031e-16
"958",1
"959",1
"960",1
"961",1
"962",2.22044604925031e-16
"963",2.22044604925031e-16
"964",2.22044604925031e-16
"965",2.22044604925031e-16
"966",2.22044604925031e-16
"967",1
"968",1
"969",1
"970",1
"971",1
"972",2.22044604925031e-16
"973",1
"974",2.22044604925031e-16
"975",1
"976",1
"977",1
"978",2.22044604925031e-16
"979",2.22044604925031e-16
"980",2.22044604925031e-16
"981",1
"982",2.22044604925031e-16
"983",2.22044604925031e-16
"984",2.22044604925031e-16
"985",2.22044604925031e-16
"986",2.22044604925031e-16
"987",2.22044604925031e-16
"988",2.22044604925031e-16
"989",2.22044604925031e-16
"990",2.22044604925031e-16
"991",1
"992",2.22044604925031e-16
"993",1
"994",1
"995",1
"996",2.22044604925031e-16
"997",2.22044604925031e-16
"998",2.22044604925031e-16
"999",2.22044604925031e-16
"1000",2.22044604925031e-16
"1001",1
"1002",1
"1003",1
"1004",2.22044604925031e-16
"1005",2.22044604925031e-16
"1006",1
"1007",2.22044604925031e-16
"1008",2.22044604925031e-16
"1009",1
"1010",1
"1011",2.22044604925031e-16
"1012",1
"1013",2.22044604925031e-16
"1014",2.22044604925031e-16
"1015",2.22044604925031e-16
"1016",2.22044604925031e-16
"1017",2.22044604925031e-16
"1018",1
"1019",1
"1020",2.22044604925031e-16
"1021",1
"1022",2.22044604925031e-16
"1023",2.22044604925031e-16
"1024",2.22044604925031e-16
"1025",1
"1026",2.22044604925031e-16
"1027",1
"1028",2.22044604925031e-16
"1029",1
"1030",2.22044604925031e-16
"1031",2.22044604925031e-16
"1032",2.22044604925031e-16
"1033",1
"1034",1
"1035",2.22044604925031e-16
"1036",2.22044604925031e-16
"1037",1
"1038",1
"1039",2.22044604925031e-16
"1040",2.22044604925031e-16
"1041",1
"1042",2.22044604925031e-16
"1043",2.22044604925031e-16
"1044",2.22044604925031e-16
"1045",1
"1046",1
"1047",2.22044604925031e-16
"1048",1
"1049",2.22044604925031e-16
"1050",1
"1051",2.22044604925031e-16
"1052",2.22044604925031e-16
"1053",2.22044604925031e-16
"1054",1
"1055",1
"1056",2.22044604925031e-16
"1057",1
"1058",2.22044604925031e-16
"1059",1
"1060",1
"1061",2.22044604925031e-16
"1062",2.22044604925031e-16
"1063",1
"1064",1
"1065",2.22044604925031e-16
"1066",1
"1067",2.22044604925031e-16
"1068",1
"1069",1
"1070",2.22044604925031e-16
"1071",2.22044604925031e-16
"1072",2.22044604925031e-16
"1073",1
"1074",1
"1075",2.22044604925031e-16
"1076",1
"1077",1
"1078",1
"1079",2.22044604925031e-16
"1080",2.22044604925031e-16
"1081",1
"1082",1
"1083",1
"1084",2.22044604925031e-16
"1085",1
"1086",2.22044604925031e-16
"1087",1
"1088",2.22044604925031e-16
"1089",1
"1090",2.22044604925031e-16
"1091",2.22044604925031e-16
"1092",1
"1093",2.22044604925031e-16
"1094",2.22044604925031e-16
"1095",2.22044604925031e-16
"1096",2.22044604925031e-16
"1097",2.22044604925031e-16
"1098",1
"1099",1
"1100",2.22044604925031e-16
"1101",2.22044604925031e-16
"1102",1
"1103",1
"1104",2.22044604925031e-16
"1105",2.22044604925031e-16
"1106",2.22044604925031e-16
"1107",2.22044604925031e-16
"1108",1
"1109",1
"1110",1
"1111",2.22044604925031e-16
"1112",2.22044604925031e-16
"1113",1
"1114",1
"1115",1
"1116",1
"1117",1
"1118",2.22044604925031e-16
"1119",2.22044604925031e-16
"1120",2.22044604925031e-16
"1121",2.22044604925031e-16
"1122",2.22044604925031e-16
"1123",2.22044604925031e-16
"1124",1
"1125",1
"1126",2.22044604925031e-16
"1127",1
"1128",2.22044604925031e-16
"1129",2.22044604925031e-16
"1130",2.22044604925031e-16
"1131",2.22044604925031e-16
"1132",2.22044604925031e-16
"1133",1
"1134",2.22044604925031e-16
"1135",1
"1136",2.22044604925031e-16
"1137",1
"1138",1
"1139",2.22044604925031e-16
"1140",1
"1141",1
"1142",2.22044604925031e-16
"1143",2.22044604925031e-16
"1144",2.22044604925031e-16
"1145",2.22044604925031e-16
"1146",2.22044604925031e-16
"1147",1
"1148",2.22044604925031e-16
"1149",1
"1150",2.22044604925031e-16
"1151",2.22044604925031e-16
"1152",1
"1153",2.22044604925031e-16
"1154",2.22044604925031e-16
"1155",2.22044604925031e-16
"1156",2.22044604925031e-16
"1157",2.22044604925031e-16
"1158",2.22044604925031e-16
"1159",2.22044604925031e-16
"1160",2.22044604925031e-16
"1161",1
"1162",1
"1163",2.22044604925031e-16
"1164",2.22044604925031e-16
"1165",2.22044604925031e-16
"1166",1
"1167",1
"1168",2.22044604925031e-16
"1169",2.22044604925031e-16
"1170",2.22044604925031e-16
"1171",1
"1172",1
"1173",1
"1174",2.22044604925031e-16
"1175",2.22044604925031e-16
"1176",1
"1177",1
"1178",2.22044604925031e-16
"1179",1
"1180",1
"1181",2.22044604925031e-16
"1182",1
"1183",2.22044604925031e-16
"1184",1
"1185",2.22044604925031e-16
"1186",1
"1187",1
"1188",1
"1189",1
"1190",1
"1191",2.22044604925031e-16
"1192",2.22044604925031e-16
"1193",1
"1194",1
"1195",1
"1196",1
"1197",1
"1198",1
"1199",1
"1200",2.22044604925031e-16
"1201",2.22044604925031e-16
"1202",1
"1203",2.22044604925031e-16
"1204",2.22044604925031e-16
"1205",2.22044604925031e-16
"1206",2.22044604925031e-16
"1207",2.22044604925031e-16
"1208",2.22044604925031e-16
"1209",2.22044604925031e-16
"1210",1
"1211",2.22044604925031e-16
"1212",1
"1213",1
"1214",2.22044604925031e-16
"1215",1
"1216",2.22044604925031e-16
"1217",2.22044604925031e-16
"1218",2.22044604925031e-16
"1219",2.22044604925031e-16
"1220",2.22044604925031e-16
"1221",2.22044604925031e-16
"1222",2.22044604925031e-16
"1223",2.22044604925031e-16
"1224",1
"1225",1
"1226",2.22044604925031e-16
"1227",1
"1228",1
"1229",2.22044604925031e-16
"1230",2.22044604925031e-16
"1231",1
"1232",1
"1233",1
"1234",2.22044604925031e-16
"1235",2.22044604925031e-16
"1236",1
"1237",2.22044604925031e-16
"1238",2.22044604925031e-16
"1239",1
"1240",2.22044604925031e-16
"1241",2.22044604925031e-16
"1242",2.22044604925031e-16
"1243",1
"1244",1
"1245",2.22044604925031e-16
"1246",2.22044604925031e-16
"1247",2.22044604925031e-16
"1248",2.22044604925031e-16
"1249",2.22044604925031e-16
"1250",2.22044604925031e-16
"1251",1
"1252",2.22044604925031e-16
"1253",1
"1254",2.22044604925031e-16
"1255",1
"1256",2.22044604925031e-16
"1257",1
"1258",1
"1259",1
"1260",2.22044604925031e-16
"1261",1
"1262",2.22044604925031e-16
"1263",1
"1264",1
"1265",1
"1266",2.22044604925031e-16
"1267",1
"1268",2.22044604925031e-16
"1269",1
"1270",2.22044604925031e-16
"1271",1
"1272",1
"1273",1
"1274",2.22044604925031e-16
"1275",2.22044604925031e-16
"1276",1
"1277",2.22044604925031e-16
"1278",1
"1279",1
"1280",1
"1281",2.22044604925031e-16
"1282",2.22044604925031e-16
"1283",2.22044604925031e-16
"1284",2.22044604925031e-16
"1285",1
"1286",2.22044604925031e-16
"1287",2.22044604925031e-16
"1288",2.22044604925031e-16
"1289",1
"1290",1
"1291",2.22044604925031e-16
"1292",2.22044604925031e-16
"1293",1
"1294",2.22044604925031e-16
"1295",2.22044604925031e-16
"1296",1
"1297",2.22044604925031e-16
"1298",2.22044604925031e-16
"1299",1
"1300",1
"1301",1
"1302",2.22044604925031e-16
"1303",2.22044604925031e-16
"1304",2.22044604925031e-16
"1305",2.22044604925031e-16
"1306",2.22044604925031e-16
"1307",1
"1308",2.22044604925031e-16
"1309",1
"1310",1
"1311",2.22044604925031e-16
"1312",2.22044604925031e-16
"1313",2.22044604925031e-16
"1314",2.22044604925031e-16
"1315",1
"1316",1
"1317",1
"1318",2.22044604925031e-16
"1319",2.22044604925031e-16
"1320",2.22044604925031e-16
"1321",2.22044604925031e-16
"1322",2.22044604925031e-16
"1323",1
"1324",1
"1325",2.22044604925031e-16
"1326",2.22044604925031e-16
"1327",2.22044604925031e-16
"1328",1
"1329",1
"1330",2.22044604925031e-16
"1331",1
"1332",1
"1333",2.22044604925031e-16
"1334",2.22044604925031e-16
"1335",1
"1336",1
"1337",1
"1338",1
"1339",1
"1340",1
"1341",1
"1342",1
"1343",1
"1344",2.22044604925031e-16
"1345",1
"1346",1
"1347",2.22044604925031e-16
"1348",1
"1349",2.22044604925031e-16
"1350",1
"1351",1
"1352",1
"1353",1
"1354",1
"1355",1
"1356",2.22044604925031e-16
"1357",1
"1358",2.22044604925031e-16
"1359",2.22044604925031e-16
"1360",2.22044604925031e-16
"1361",2.22044604925031e-16
"1362",1
"1363",2.22044604925031e-16
"1364",2.22044604925031e-16
"1365",1
"1366",1
"1367",1
"1368",1
"1369",1
"1370",1
"1371",1
"1372",2.22044604925031e-16
"1373",2.22044604925031e-16
"1374",2.22044604925031e-16
"1375",2.22044604925031e-16
"1376",2.22044604925031e-16
"1377",2.22044604925031e-16
"1378",2.22044604925031e-16
"1379",1
"1380",1
"1381",2.22044604925031e-16
"1382",1
"1383",1
"1384",2.22044604925031e-16
"1385",1
"1386",2.22044604925031e-16
"1387",2.22044604925031e-16
"1388",1
"1389",1
"1390",1
"1391",2.22044604925031e-16
"1392",1
"1393",1
"1394",1
"1395",1
"1396",1
"1397",1
"1398",1
"1399",2.22044604925031e-16
"1400",1
"1401",1
"1402",1
"1403",2.22044604925031e-16
"1404",2.22044604925031e-16
"1405",2.22044604925031e-16
"1406",2.22044604925031e-16
"1407",2.22044604925031e-16
"1408",2.22044604925031e-16
"1409",1
"1410",2.22044604925031e-16
"1411",2.22044604925031e-16
"1412",1
"1413",2.22044604925031e-16
"1414",1
"1415",1
"1416",1
"1417",1
"1418",2.22044604925031e-16
"1419",2.22044604925031e-16
"1420",1
"1421",1
"1422",1
"1423",1
"1424",2.22044604925031e-16
"1425",1
"1426",1
"1427",2.22044604925031e-16
"1428",1
