pref_name,SMILES,molecule_chembl_id,first_approval,molecule_type,indication_class,polymer_flag,withdrawn_flag,inorganic_flag,therapeutic_flag,natural_product,oral,parenteral,topical,mw
COLISTIMETHATE SODIUM,not found,CHEMBL1201441,1970.0,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,
GRAMICIDIN,not found,CHEMBL1201469,1968.0,Small molecule,Antibacterial,0,False,0,True,1,False,False,True,
PHENYLPROPANOLAMINE POLISTIREX,not found,CHEMBL1201535,1984.0,Small molecule,Adrenergic (vasoconstrictor),0,True,0,True,0,True,False,False,
CODEINE POLISTIREX,not found,CHEMBL1201463,1985.0,Small molecule,Antitussive,0,False,0,True,1,True,False,False,
ALSEROXYLON,not found,CHEMBL1201454,1982.0,Small molecule,,0,False,0,True,1,True,False,False,
CRYPTENAMINE ACETATES,not found,CHEMBL1201444,1982.0,Small molecule,,0,False,0,True,1,False,True,False,
RAUWOLFIA SERPENTINA,not found,CHEMBL3559672,1954.0,Small molecule,Antihypertensive,0,False,0,True,1,True,False,False,
VERATRUM VIRIDE ROOT,not found,CHEMBL1201531,1982.0,Small molecule,,0,False,0,True,1,True,False,False,
NEOMYCIN,not found,CHEMBL3989751,1957.0,Small molecule,,0,False,0,True,1,True,False,True,
NEOMYCIN SULFATE,not found,CHEMBL3989769,1957.0,Small molecule,,0,False,0,True,1,True,False,True,
"ESTROGENS, CONJUGATED",not found,CHEMBL1201649,1942.0,Small molecule,Estrogen,0,False,0,True,1,True,True,True,
PSEUDOEPHEDRINE POLISTIREX,not found,CHEMBL1201483,1987.0,Small molecule,Nasal Decongestant,0,False,0,True,0,True,False,False,
"SYNTHETIC CONJUGATED ESTROGENS, B",not found,CHEMBL1201467,2004.0,Small molecule,,0,False,0,True,0,True,False,False,
CRYPTENAMINE TANNATES,not found,CHEMBL1201603,1982.0,Small molecule,,0,False,0,True,1,True,False,False,
"ESTROGENS, ESTERIFIED",not found,CHEMBL1201468,1977.0,Small molecule,Estrogen,0,False,0,True,1,True,False,False,
ALKAVERVIR,not found,CHEMBL1201658,1982.0,Small molecule,,0,False,0,True,1,True,False,False,
"ESTROGENS, CONJUGATED SYNTHETIC A",not found,CHEMBL1201466,1999.0,Small molecule,,0,False,0,True,0,True,False,True,
BELLADONNA ROOT,not found,CHEMBL2108834,,Small molecule,,0,False,0,True,1,False,False,False,
PIPERAZINE,C1CNCCN1,CHEMBL1412,,Small molecule,Anthelmintic,0,True,0,True,0,False,False,False,86.08439831999999
DIHYDROXYACETONE,O=C(CO)CO,CHEMBL1229937,,Small molecule,,0,False,0,True,0,False,False,False,90.031694052
MEPARFYNOL,C#CC(C)(O)CC,CHEMBL501613,,Small molecule,,0,False,0,True,0,False,False,False,98.07316494
RESORCINOL,Oc1cccc(O)c1,CHEMBL24147,,Small molecule,Keratolytic,0,False,0,True,0,False,False,False,110.036779432
FUMARIC ACID,O=C(O)/C=C/C(=O)O,CHEMBL503160,,Small molecule,Acidifier,0,False,0,True,0,False,False,False,116.01095860800001
NOXYTIOLIN,CNC(=S)NCO,CHEMBL2106441,,Small molecule,,0,False,0,True,0,False,False,False,120.035733876
PHLOROGLUCINOL,Oc1cc(O)cc(O)c1,CHEMBL473159,,Small molecule,,0,False,0,True,0,False,False,False,126.031694052
PYROGALLOL,Oc1cccc(O)c1O,CHEMBL307145,,Small molecule,,0,False,0,True,0,False,False,False,126.031694052
TRICHLOROETHYLENE,ClC=C(Cl)Cl,CHEMBL279816,,Small molecule,,0,False,0,True,0,False,False,False,129.914383072
AMINOLEVULINIC ACID,NCC(=O)CCC(=O)O,CHEMBL601,,Small molecule,Antineoplastic,0,False,0,True,0,False,False,False,131.058243148
PARALDEHYDE,CC1OC(C)OC(C)O1,CHEMBL1410743,,Small molecule,Sedative-Hypnotic,0,False,0,True,0,False,False,False,132.078644244
BETAHISTINE,CNCCc1ccccn1,CHEMBL24441,,Small molecule,Vasodilator,0,False,0,True,0,False,False,False,136.100048384
METHYL NICOTINATE,COC(=O)c1cccnc1,CHEMBL379845,,Small molecule,,0,False,0,True,0,False,False,False,137.047678464
AMINOBENZOIC ACID,Nc1ccc(C(=O)O)cc1,CHEMBL542,,Small molecule,"Analgesic,Ultraviolet Screen",0,False,0,True,0,False,False,False,137.047678464
SALICYLIC ACID,O=C(O)c1ccccc1O,CHEMBL424,,Small molecule,Keratolytic,0,False,0,True,0,False,False,False,138.031694052
AMMONIUM BENZOATE,N.O=C(O)c1ccccc1,CHEMBL2105970,,Small molecule,,0,False,0,True,0,False,False,False,139.063328528
ISOMETHEPTENE,CNC(C)CCC=C(C)C,CHEMBL1697841,,Small molecule,,0,False,0,True,0,False,False,False,141.151749608
PIRACETAM,NC(=O)CN1CCCC1=O,CHEMBL36715,,Small molecule,Cognition Adjuvant,0,False,0,True,0,False,False,False,142.07422756
COUMARIN,O=c1ccc2ccccc2o1,CHEMBL6466,,Small molecule,,0,False,0,True,0,False,False,False,146.036779432
LYSINE,NCCCC[C@H](N)C(=O)O,CHEMBL8085,,Small molecule,Amino Acid,0,False,0,True,0,False,False,False,146.105527688
TISOPURINE,Sc1ncnc2[nH]ncc12,CHEMBL119423,,Small molecule,,0,False,0,True,0,False,False,False,152.015667128
OXYPURINOL,Oc1nc(O)c2cn[nH]c2n1,CHEMBL859,,Small molecule,Xanthine Oxidase Inhibitor,0,False,0,True,1,False,False,False,152.033425368
MANDELIC ACID,O=C(O)C(O)c1ccccc1,CHEMBL1609,,Small molecule,,0,False,0,True,0,False,False,False,152.04734411599998
CAMPHOR,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,CHEMBL504760,,Small molecule,Antipruritic,0,False,0,True,0,False,False,False,152.120115132
BETAINE HYDROCHLORIDE,C[N+](C)(C)CC(=O)O.[Cl-],CHEMBL1201130,,Small molecule,Replenisher Adjunct (electrolyte),0,False,0,True,0,False,False,False,153.055656304
DOPAMINE,NCCc1ccc(O)c(O)c1,CHEMBL59,,Small molecule,Adrenergic,0,False,0,True,0,False,False,False,153.078978592
ENBUCRILATE,C=C(C#N)C(=O)OCCCC,CHEMBL2104251,,Small molecule,,0,False,0,True,0,False,False,False,153.078978592
ACIPIMOX,Cc1cnc(C(=O)O)c[n+]1[O-],CHEMBL345714,,Small molecule,,0,False,0,True,0,False,False,False,154.037842052
CHLOROXYLENOL,Cc1cc(O)cc(C)c1Cl,CHEMBL398440,,Small molecule,Antibacterial,0,False,0,True,0,False,False,False,156.034192588
SODIUM SALICYLATE,O=C([O-])c1ccccc1O.[Na+],CHEMBL447868,,Small molecule,Analgesic,0,False,0,True,0,False,False,False,160.0136383
CLOMETHIAZOLE,Cc1ncsc1CCCl,CHEMBL315795,,Small molecule,,0,False,0,True,0,False,False,False,161.006597936
TRICHLOROACETIC ACID,O=C(O)C(Cl)(Cl)Cl,CHEMBL14053,,Small molecule,,0,False,0,True,0,False,False,False,161.904212312
CHLORAL HYDRATE,OC(O)C(Cl)(Cl)Cl,CHEMBL455917,,Small molecule,Sedative-Hypnotic,0,False,0,True,0,False,False,False,163.919862376
METHOXYFLURANE,COC(F)(F)C(Cl)Cl,CHEMBL1341,,Small molecule,Anesthetic (inhalation),0,True,0,True,0,False,False,True,163.960726548
BENZOCAINE,CCOC(=O)c1ccc(N)cc1,CHEMBL278172,,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,False,165.078978592
NOREPINEPHRINE,NC[C@H](O)c1ccc(O)c(O)c1,CHEMBL1437,,Small molecule,Adrenergic (vasoconstrictor),0,False,0,True,0,False,False,False,169.073893212
TERPIN,CC1(O)CCC(C(C)(C)O)CC1,CHEMBL1651998,,Small molecule,Expectorant,0,False,0,True,0,False,False,False,172.14632988
DEBRISOQUIN,N=C(N)N1CCc2ccccc2C1,CHEMBL169901,,Small molecule,Antihypertensive,0,False,0,True,0,False,False,False,175.110947416
DICHLOROBENZYL ALCOHOL,OCc1ccc(Cl)cc1Cl,CHEMBL3184437,,Small molecule,,0,False,0,True,0,False,False,False,175.979570172
NIKETHAMIDE,CCN(CC)C(=O)c1cccnc1,CHEMBL2104607,,Small molecule,,0,False,0,True,0,False,False,False,178.110613068
AMYLMETACRESOL,CCCCCc1ccc(C)cc1O,CHEMBL1512677,,Small molecule,,0,False,0,True,0,False,False,False,178.135765196
CARBOCYSTEINE,N[C@@H](CSCC(=O)O)C(=O)O,CHEMBL396416,,Small molecule,Mucolytic,0,False,0,True,0,False,False,False,179.025228768
GLUCOSAMINE,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL493287,,Small molecule,,0,False,0,True,1,False,False,False,179.079372516
IPRONIAZID,CC(C)NNC(=O)c1ccncc1,CHEMBL92401,,Small molecule,,0,False,0,True,0,False,False,False,179.105862036
METHOXYPHENAMINE,CNC(C)Cc1ccccc1OC,CHEMBL2010507,,Small molecule,,0,False,0,True,0,False,False,False,179.131014164
PROTIONAMIDE,CCCc1cc(C(N)=S)ccn1,CHEMBL1378024,,Small molecule,,0,False,0,True,0,False,False,False,180.072119384
ETILEFRINE,CCNCC(O)c1cccc(O)c1,CHEMBL86882,,Small molecule,,0,False,0,True,0,False,False,False,181.11027872
MEPHENESIN,Cc1ccccc1OCC(O)CO,CHEMBL229128,,Small molecule,,0,False,0,True,0,False,False,False,182.094294308
GLUTAMIC ACID HYDROCHLORIDE,Cl.N[C@@H](CCC(=O)O)C(=O)O,CHEMBL1255943,,Small molecule,,0,False,0,True,0,False,False,False,183.02983548
HISTAMINE DIHYDROCHLORIDE,Cl.Cl.NCCc1c[nH]cn1,CHEMBL1533310,,Small molecule,,0,False,0,True,0,False,False,False,183.03300271199998
BARBITAL,CCC1(CC)C(=O)NC(=O)NC1=O,CHEMBL444,,Small molecule,,0,False,0,True,0,False,False,False,184.084792244
POLIHEXANIDE,CCCCCCNC(=N)NC(=N)N,CHEMBL2106939,,Small molecule,,0,False,0,True,0,False,False,False,185.16404560799998
CARBIMAZOLE,CCOC(=O)n1ccn(C)c1=S,CHEMBL508102,,Small molecule,,0,False,0,True,0,False,False,False,186.04629856
ANTIPYRINE,Cc1cc(=O)n(-c2ccccc2)n1C,CHEMBL277474,,Small molecule,Analgesic,0,False,0,True,0,False,False,False,188.094963004
DOBESILIC ACID,O=S(=O)(O)c1cc(O)ccc1O,CHEMBL1232131,,Small molecule,Hemostatic,0,False,0,True,0,False,False,False,189.993594292
TERPIN HYDRATE,CC1(O)CCC(C(C)(C)O)CC1.O,CHEMBL2105614,,Small molecule,Expectorant,0,False,0,True,0,False,False,False,190.156894564
DIETHYLTOLUAMIDE,CCN(CC)C(=O)c1cccc(C)c1,CHEMBL1453317,,Small molecule,"Repellant, Arthropod",0,False,0,True,0,False,False,False,191.131014164
ETAFEDRINE,CCN(C)C(C)C(O)c1ccccc1,CHEMBL2110926,,Small molecule,Adrenergic,0,False,0,True,0,False,False,False,193.146664228
HEXYLRESORCINOL,CCCCCCc1ccc(O)cc1O,CHEMBL443605,,Small molecule,Anthelmintic,0,False,0,True,0,False,False,False,194.130679816
BECLAMIDE,O=C(CCCl)NCc1ccccc1,CHEMBL64195,,Small molecule,,0,False,0,True,0,False,False,False,197.060741684
TEGAFUR,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CHEMBL20883,,Small molecule,Antineoplastic,0,False,0,True,1,False,False,False,200.059720368
CARBARIL,CNC(=O)Oc1cccc2ccccc12,CHEMBL46917,,Small molecule,,0,True,0,True,0,False,False,False,201.078978592
ACETYLCARNITINE,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,CHEMBL1697733,,Small molecule,,0,False,0,True,0,False,False,False,203.115758024
TRYPTOPHAN,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL54976,,Small molecule,Amino Acid,0,True,0,True,0,False,False,False,204.089877624
PHENFORMIN,N=C(N)NC(=N)NCCc1ccccc1,CHEMBL170988,,Small molecule,,0,True,0,True,0,False,False,False,205.13274547999998
"LIPOIC ACID, ALPHA",O=C(O)CCCCC1CCSS1,CHEMBL33864,,Small molecule,,0,False,0,True,0,False,False,False,206.043521688
BARBITAL SODIUM,CCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],CHEMBL2105904,,Small molecule,,0,False,0,True,0,False,False,False,206.066736492
PHENETURIDE,CCC(C(=O)NC(N)=O)c1ccccc1,CHEMBL2107062,,Small molecule,,0,False,0,True,0,False,False,False,206.105527688
DEXIBUPROFEN,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,CHEMBL175,,Small molecule,Anti-Inflammatory; Analgesic,0,False,0,True,0,False,False,False,206.130679816
BETAHISTINE HYDROCHLORIDE,CNCCc1ccccn1.Cl.Cl,CHEMBL1446813,,Small molecule,Vasodilator,0,False,0,True,0,False,False,False,208.05340380799998
PROFLAVINE,Nc1ccc2cc3ccc(N)cc3nc2c1,CHEMBL55400,,Small molecule,,0,False,0,True,0,False,False,False,209.095297352
BAMETHAN,CCCCNCC(O)c1ccc(O)cc1,CHEMBL1987462,,Small molecule,Vasodilator,0,False,0,True,0,False,False,False,209.141578848
POTASSIUM SODIUM TARTRATE,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+],CHEMBL2219738,,Small molecule,Laxative,0,False,0,True,0,False,False,False,209.95426380799998
NICORANDIL,O=C(NCCO[N+](=O)[O-])c1cccnc1,CHEMBL284906,,Small molecule,Vasodilator (coronary),0,False,0,True,0,False,False,False,211.059305768
BENZOIN,O=C(c1ccccc1)C(O)c1ccccc1,CHEMBL190677,,Small molecule,Protectant (topical),0,False,0,True,0,False,False,False,212.083729624
FELBINAC,O=C(O)Cc1ccc(-c2ccccc2)cc1,CHEMBL413965,,Small molecule,Anti-Inflammatory,0,False,0,True,0,False,False,False,212.083729624
BUTETHAL,CCCCC1(CC)C(=O)NC(=O)NC1=O,CHEMBL404422,,Small molecule,,0,False,0,True,0,False,False,False,212.116092372
SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1,CHEMBL338802,,Small molecule,,0,False,0,True,0,False,False,False,214.05244656
SULFACARBAMIDE,NC(=O)NS(=O)(=O)c1ccc(N)cc1,CHEMBL139877,,Small molecule,,0,True,0,True,0,False,False,False,215.036462148
GLUCOSAMINE HYDROCHLORIDE,Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1707007,,Small molecule,,0,False,0,True,1,False,False,False,215.056050228
NAFTAZONE,NC(=O)N/N=C1\C=Cc2ccccc2C1=O,CHEMBL2106794,,Small molecule,,0,False,0,True,0,False,False,False,215.069476528
METHOXYPHENAMINE HYDROCHLORIDE,CNC(C)Cc1ccccc1OC.Cl,CHEMBL1985928,,Small molecule,,0,False,0,True,0,False,False,False,215.107691876
BENZYLTHIOURACIL,Oc1cc(Cc2ccccc2)nc(S)n1,CHEMBL1491306,,Small molecule,,0,False,0,True,1,False,False,False,218.05138394
ORNIDAZOLE,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,CHEMBL1449676,,Small molecule,Anti-Infective,0,False,0,True,0,False,False,False,219.04106886
OXITRIPTAN,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,CHEMBL350221,,Small molecule,,0,False,0,True,0,False,False,False,220.084792244
RIMITEROL,Oc1ccc(C(O)C2CCCCN2)cc1O,CHEMBL88055,,Small molecule,,0,False,0,True,0,False,False,False,223.120843404
BUFEXAMAC,CCCCOc1ccc(CC(=O)NO)cc1,CHEMBL94394,,Small molecule,,0,True,0,True,0,False,False,False,223.120843404
ETHAMIVAN,CCN(CC)C(=O)c1ccc(O)c(OC)c1,CHEMBL1229908,,Small molecule,Stimulant (central and respiratory),0,False,0,True,0,False,False,False,223.120843404
ANTHRALIN,O=C1c2c(O)cccc2Cc2cccc(O)c21,CHEMBL46469,,Small molecule,Antipsoriatic,0,False,0,True,0,False,False,False,226.06299418
NIMORAZOLE,O=[N+]([O-])c1cncn1CCN1CCOCC1,CHEMBL435966,,Small molecule,,0,False,0,True,0,False,False,False,226.106590308
AMOBARBITAL,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,CHEMBL267894,,Small molecule,Sedative-Hypnotic,0,True,0,True,0,False,False,False,226.131742436
CHLORQUINALDOL,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,CHEMBL224325,,Small molecule,,0,False,0,True,0,False,False,False,226.990469204
TULOBUTEROL,CC(C)(C)NCC(O)c1ccccc1Cl,CHEMBL1159717,,Small molecule,,0,False,0,True,0,False,False,False,227.107691876
ETAFEDRINE HYDROCHLORIDE,CCN(C)C(C)C(O)c1ccccc1.Cl,CHEMBL2106678,,Small molecule,Adrenergic,0,False,0,True,0,False,False,False,229.12334194
DEXFENFLURAMINE,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,CHEMBL248702,,Small molecule,Appetite Suppressant (systemic),0,True,0,True,0,False,False,False,231.123484172
PHENOBARBITAL,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CHEMBL40,,Small molecule,"Anticonvulsant; Sedative-Hypnotic,Sedative-Hypnotic; Anticonvulsant",0,False,0,True,0,False,False,False,232.084792244
MELATONIN,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CHEMBL45,,Small molecule,,0,False,0,True,0,False,False,False,232.121177752
DEXMETHYLPHENIDATE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,CHEMBL827,,Small molecule,,0,False,0,True,0,False,False,False,233.141578848
MEPTAZINOL,CCC1(c2cccc(O)c2)CCCCN(C)C1,CHEMBL314437,,Small molecule,Analgesic,0,False,0,True,0,False,False,False,233.177964356
AMYL NITRITE,CC(C)CCON=O.CCC(C)CON=O,CHEMBL3833339,,Small molecule,,0,False,0,True,0,False,False,False,234.157957184
CYCLOBARBITAL,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CHEMBL268164,,Small molecule,,0,True,0,True,0,False,False,False,236.116092372
ACEFYLLINE,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,CHEMBL70246,,Small molecule,,0,False,0,True,1,False,False,False,238.0702048
PROXYPHYLLINE,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,CHEMBL37390,,Small molecule,,0,False,0,True,1,False,False,False,238.106590308
CYSTINE,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,CHEMBL590540,,Small molecule,Amino Acid,0,False,0,True,0,False,False,False,240.023848864
FLUINDIONE,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,CHEMBL24924,,Small molecule,,0,False,0,True,0,False,False,False,240.058657748
MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1,CHEMBL19236,,Small molecule,,0,False,0,True,0,False,False,False,241.07303768399998
PHENFORMIN HYDROCHLORIDE,Cl.N=C(N)NC(=N)NCCc1ccccc1,CHEMBL1528839,,Small molecule,,0,True,0,True,0,False,False,False,241.10942319199998
CHOLINE SALICYLATE,C[N+](C)(C)CCO.O=C([O-])c1ccccc1O,CHEMBL2104095,,Small molecule,,0,False,0,True,0,False,False,False,241.131408088
MEXENONE,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,CHEMBL1898387,,Small molecule,,0,False,0,True,0,False,False,False,242.094294308
MOLSIDOMINE,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,CHEMBL1329455,,Small molecule,,0,False,0,True,0,False,False,False,242.101504928
AGOMELATINE,COc1ccc2cccc(CCNC(C)=O)c2c1,CHEMBL10878,,Small molecule,,0,False,0,True,0,False,False,False,243.125928784
XYLOMETAZOLINE,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,CHEMBL312448,,Small molecule,Adrenergic (vasoconstrictor),0,False,0,True,0,False,False,False,244.19394876799998
ISOAMINILE,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,CHEMBL2105002,,Small molecule,,0,False,0,True,0,False,False,False,244.19394876799998
MEPHOBARBITAL,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,CHEMBL45029,,Small molecule,Anticonvulsant; Sedative-Hypnotic,0,False,0,True,0,False,False,False,246.100442308
ENOXIMONE,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,CHEMBL249856,,Small molecule,Cardiotonic,0,False,0,True,0,False,False,False,248.061948624
AMOBARBITAL SODIUM,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],CHEMBL2105941,,Small molecule,Sedative-Hypnotic,0,True,0,True,0,False,False,False,248.113686684
ERDOSTEINE,O=C(O)CSCC(=O)NC1CCSC1=O,CHEMBL1697744,,Small molecule,,0,False,0,True,0,False,False,False,249.012949832
CINOXATE,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,CHEMBL2104045,,Small molecule,Ultraviolet Screen,0,False,0,True,0,False,False,False,250.120509056
NEFOPAM,CN1CCOC(c2ccccc2)c2ccccc2C1,CHEMBL465026,,Small molecule,Analgesic,0,False,0,True,0,False,False,False,253.146664228
IODINE,II,CHEMBL1201225,,Small molecule,"Anti-Infective, Topical",0,False,0,True,0,False,False,False,253.808946
PHENOBARBITAL SODIUM,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+],CHEMBL149972,,Small molecule,Anticonvulsant; Sedative-Hypnotic,0,False,0,True,0,False,False,False,254.066736492
FENBUFEN,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL277522,,Small molecule,Anti-Inflammatory,0,False,0,True,0,False,False,False,254.094294308
DEXKETOPROFEN,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL75435,,Small molecule,,0,False,0,True,0,False,False,False,254.094294308
ESLICARBAZEPINE,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,CHEMBL315985,,Small molecule,,0,False,0,True,0,False,False,False,254.105527688
TRICHLORFON,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,CHEMBL167150,,Small molecule,Anthelmintic (veterinary),0,False,0,True,0,False,False,False,255.92257840599999
CETRIMIDE,CCCCCCCCCCCCCC[N+](C)(C)C,CHEMBL1180003,,Small molecule,,0,False,0,True,0,False,False,False,256.29987663609
BENSERAZIDE,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,CHEMBL1096979,,Small molecule,Inhibitor (decarboxylase),0,False,0,True,0,False,False,False,257.10117058000003
SALSALATE,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,CHEMBL154111,,Small molecule,Anti-Inflammatory; Analgesic,0,False,0,True,0,False,False,False,258.05282342000004
TIAPROFENIC ACID,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,CHEMBL365795,,Small molecule,,0,False,0,True,0,False,False,False,260.050715244
TOLFENAMIC ACID,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,CHEMBL121626,,Small molecule,,0,False,0,True,0,False,False,False,261.055656304
PHENINDAMINE,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,CHEMBL278398,,Small molecule,,0,False,0,True,0,False,False,False,261.151749608
ETOGLUCID,C(COCCOCC1CO1)OCCOCC1CO1,CHEMBL460287,,Small molecule,,0,False,0,True,0,False,False,False,262.141638424
ETHAMSYLATE,CCNCC.O=S(=O)(O)c1cc(O)ccc1O,CHEMBL1514715,,Small molecule,Hemostatic,0,False,0,True,0,False,False,False,263.082743644
SULFIRAM,CCN(CC)C(=S)SC(=S)N(CC)CC,CHEMBL2004297,,Small molecule,,0,False,0,True,0,False,False,False,264.07886164
MIANSERIN,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CHEMBL6437,,Small molecule,Antihistaminic; Serotonin Inhibitor,0,False,0,True,0,False,False,False,264.16264864
PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL6995,,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,False,False,False,266.163042564
TRIMETAZIDINE,COc1ccc(CN2CCNCC2)c(OC)c1OC,CHEMBL203266,,Small molecule,,0,False,0,True,0,False,False,False,266.163042564
